,False_0,False_1,False_2,False_3,False_4,False_5,False_6,False_7,False_8,prompt
opt-2.7b,0.00936768149882904,0.0706401766004415,0.08646616541353384,0.08261287223823248,0.09615384615384616,0.09729729729729729,0.09388839681133747,0.09409751924721985,0.09991532599491955,1
opt-2.7b,0.01683029453015428,0.06285072951739619,0.07789678675754624,0.08587786259541985,0.09671848013816928,0.0968020743301642,0.0988917306052856,0.09638554216867472,0.09644670050761422,2
opt-2.7b,0.00644122383252818,0.06768558951965065,0.07744433688286544,0.07977207977207977,0.09306409130816505,0.09465381244522347,0.09342560553633217,0.0893169877408056,0.0882103477523325,3
opt-2.7b,0.007272727272727274,0.06881243063263041,0.07317073170731707,0.07905138339920947,0.09208103130755065,0.09990205680705193,0.08872458410351201,0.0842911877394636,0.09532215357458076,4
opt-2.7b,0.012965964343598054,0.06682027649769585,0.07773109243697479,0.08291203235591506,0.10217596972563862,0.10087293889427741,0.09915809167446213,0.09365853658536587,0.10526315789473685,5
blip2-flan-t5-xxl,0.3012211668928087,0.31539424280350437,0.328476821192053,0.33421750663129973,0.32791327913279134,0.35519125683060104,0.3236842105263158,0.34354194407456723,0.3482993197278912,1
blip2-flan-t5-xxl,0.36869565217391304,0.39663865546218485,0.3809523809523809,0.37156704361873993,0.36422764227642285,0.3953871499176277,0.37723577235772354,0.37735849056603776,0.38952536824877254,2
blip2-flan-t5-xxl,0.3645320197044335,0.3786407766990291,0.376271186440678,0.3771043771043771,0.38047138047138046,0.37919463087248323,0.37315875613747956,0.3735909822866344,0.38741721854304634,3
blip2-flan-t5-xxl,0.38762214983713356,0.3987441130298273,0.3922829581993569,0.39016393442622954,0.4046822742474917,0.4013266998341625,0.39477977161500816,0.3961661341853035,0.3980099502487562,4
blip2-flan-t5-xxl,0.367003367003367,0.40257648953301123,0.379746835443038,0.3779527559055118,0.38801261829653,0.3993710691823899,0.4044585987261147,0.39813374805598756,0.4075235109717869,5
blip2-flan-t5-xl,0.24482758620689657,0.2925989672977625,0.2998236331569665,0.29276895943562603,0.28717948717948716,0.3102189781021898,0.27044025157232704,0.29765886287625415,0.28816466552315606,1
blip2-flan-t5-xl,0.19002375296912113,0.3358395989974937,0.2977667493796526,0.3007518796992481,0.2798982188295165,0.3139240506329114,0.3191489361702128,0.29350104821802936,0.2906724511930585,2
blip2-flan-t5-xl,0.21544715447154472,0.28884026258205686,0.30769230769230776,0.2993197278911564,0.2876712328767123,0.3127962085308057,0.310272536687631,0.28865979381443296,0.29130434782608694,3
blip2-flan-t5-xl,0.24096385542168677,0.29055690072639223,0.2850356294536817,0.2955665024630542,0.2926829268292683,0.30730478589420657,0.30493273542600896,0.3023255813953488,0.3033175355450237,4
blip2-flan-t5-xl,0.2578796561604585,0.33502538071065996,0.3333333333333333,0.33644859813084116,0.31870669745958435,0.3404255319148936,0.34090909090909094,0.33259423503325947,0.32505643340857787,5
bert-large-uncased-whole-word-masking-squad2,0.02158273381294964,NA,NA,NA,NA,NA,NA,NA,NA,1
bert-large-uncased-whole-word-masking-squad2,0.02662721893491124,NA,NA,NA,NA,NA,NA,NA,NA,2
bert-large-uncased-whole-word-masking-squad2,0.014727540500736378,NA,NA,NA,NA,NA,NA,NA,NA,3
bert-large-uncased-whole-word-masking-squad2,0.031704095112285335,NA,NA,NA,NA,NA,NA,NA,NA,4
bert-large-uncased-whole-word-masking-squad2,0.05093833780160858,NA,NA,NA,NA,NA,NA,NA,NA,5
mplug-owl-llama-7b-ft,0.16719576719576723,0.10883140053523639,0.09897610921501707,0.10327022375215146,0.11844331641285957,0.1212624584717608,0.1264367816091954,0.11977030352748155,0.12343619683069224,1
mplug-owl-llama-7b-ft,0.1426448736998514,0.12864077669902912,0.12121212121212123,0.12037037037037036,0.13833528722157093,0.13429752066115705,0.14868540344514958,0.1379962192816635,0.13283442469597756,2
mplug-owl-llama-7b-ft,0.1414790996784566,0.10874704491725769,0.11059907834101383,0.11583924349881797,0.12009803921568628,0.13257575757575757,0.13446808510638297,0.13571428571428573,0.13430127041742285,3
mplug-owl-llama-7b-ft,0.1523809523809524,0.1363193768257059,0.14145383104125736,0.13559322033898302,0.15010141987829614,0.1474414570685169,0.14203137902559868,0.14397224631396358,0.14583333333333334,4
mplug-owl-llama-7b-ft,0.20926243567753,0.18544600938967135,0.17002237136465326,0.15317286652078776,0.16286644951140067,0.17849898580121704,0.17279411764705882,0.17153996101364521,0.1713185755534167,5
flan-t5-xl,0.2398589065255732,0.2846299810246679,0.27165354330708663,0.2666666666666667,0.2756052141527002,0.3046875,0.2459016393442623,0.276707530647986,0.27304964539007087,1
flan-t5-xl,0.22604422604422603,0.3486682808716707,0.32160804020100503,0.3049095607235142,0.30256410256410254,0.3401015228426396,0.32179226069246436,0.2932790224032587,0.3067226890756303,2
flan-t5-xl,0.2521008403361344,0.28824833702882485,0.30626450116009274,0.3142857142857143,0.2973621103117506,0.31219512195121957,0.31512605042016806,0.2857142857142857,0.3107221006564551,3
flan-t5-xl,0.24519230769230768,0.30922693266832924,0.303030303030303,0.2966751918158568,0.28498727735368956,0.31738035264483627,0.3153153153153153,0.31678486997635935,0.31100478468899523,4
flan-t5-xl,0.2787286063569682,0.3486682808716707,0.35266821345707655,0.3401360544217687,0.3355408388520971,0.3470319634703196,0.3474576271186441,0.33472803347280333,0.33474576271186446,5
llama-7b-hf,0.11472275334608031,0.08228379513014274,0.0757201646090535,0.09314140558848434,0.09435551811288964,0.10679611650485436,0.11802232854864433,0.11369095276220977,0.11138014527845037,1
llama-7b-hf,0.12416107382550336,0.10796915167095116,0.07802093244529021,0.09142857142857143,0.11100478468899522,0.10765349032800672,0.12749003984063745,0.11900826446280992,0.12845528455284552,2
llama-7b-hf,0.13210445468509985,0.10426540284360189,0.07400555041628122,0.09029779058597502,0.11068702290076336,0.1162981162981163,0.13005551149881048,0.13192182410423453,0.13181448331977216,3
llama-7b-hf,0.09375,0.10242587601078167,0.09764309764309764,0.11452991452991453,0.12259194395796846,0.13026211278792693,0.1362916006339144,0.1319388576025744,0.12693246541903988,4
llama-7b-hf,0.12006861063464837,0.1516164994425864,0.12655800575263665,0.12406015037593984,0.13370473537604458,0.1376994122586062,0.15346938775510208,0.14249790444258173,0.14119601328903655,5
opt-6.7b,0,0.06666666666666665,0.09246575342465753,0.07407407407407407,0.10720887245841036,0.11554800339847068,0.10085227272727273,0.09411764705882353,0.1029281277728483,1
opt-6.7b,0.006802721088435373,0.05843293492695883,0.0838095238095238,0.08897126969416126,0.1058601134215501,0.09052092228864218,0.09332113449222323,0.09764918625678119,0.09035409035409035,2
opt-6.7b,0,0.04897959183673469,0.07665505226480837,0.07813798836242726,0.09660842754367935,0.09010458567980693,0.07699037620297462,0.08970976253298153,0.09195402298850576,3
opt-6.7b,0,0.06408544726301735,0.08391608391608392,0.08702791461412152,0.1095435684647303,0.10770381451009722,0.11782032400589101,0.12363636363636364,0.11057225994180409,4
opt-6.7b,0,0.06857142857142857,0.08013640238704177,0.09701492537313432,0.13411078717201166,0.1134089392928619,0.12133333333333333,0.11234177215189874,0.11218229623137597,5
flamingo,0.1260835303388495,0.09508716323296354,0.0890302066772655,0.10694333599361533,0.12450119712689545,0.12708498808578236,0.12759170653907495,0.12670408981555734,0.1328,1
flamingo,0.11055276381909548,0.05714285714285714,0.0653386454183267,0.08486789431545237,0.10032362459546926,0.11914217633042098,0.12341772151898735,0.12826603325415675,0.1271860095389507,2
flamingo,0.09933142311365807,0.064891846921797,0.06952303961196443,0.09083536090835362,0.11658456486042693,0.12480000000000001,0.143646408839779,0.1291866028708134,0.13908872901678657,3
flamingo,0.1031390134529148,0.0671462829736211,0.0733652312599681,0.10064935064935066,0.1264367816091954,0.12009607686148921,0.13322632423756017,0.12106537530266342,0.12258064516129032,4
flamingo,0.11428571428571427,0.10243902439024391,0.0935483870967742,0.1094127111826227,0.13441295546558704,0.13162118780096307,0.14850686037126715,0.13043478260869565,0.1308562197092084,5
flan-t5-xxl,0.2967914438502674,0.3139240506329114,0.33243967828418236,0.32388663967611336,0.3319615912208505,0.34214186369958277,0.3181818181818182,0.3374485596707819,0.3374485596707819,1
flan-t5-xxl,0.36896551724137927,0.40456769983686786,0.3864734299516908,0.37717908082408874,0.37942122186495175,0.3881578947368421,0.39072847682119205,0.3902439024390244,0.4006734006734007,2
flan-t5-xxl,0.363013698630137,0.38699186991869916,0.376271186440678,0.3785594639865996,0.38319327731092434,0.37755102040816324,0.38613861386138615,0.3764320785597381,0.3853820598006645,3
flan-t5-xxl,0.3754152823920266,0.40369799691833586,0.40764331210191085,0.40192926045016075,0.41186161449752884,0.3953488372093023,0.3933884297520661,0.40064102564102566,0.4053156146179402,4
flan-t5-xxl,0.3602693602693603,0.41731066460587324,0.41176470588235287,0.405616224648986,0.41304347826086957,0.41433021806853587,0.4137931034482758,0.4113029827315541,0.4262820512820513,5
blip2-opt-2.7b,0.012461059190031152,0.07616974972796518,0.06427221172022686,0.07653910149750416,0.06862745098039216,0.09116022099447514,0.08465608465608465,0.10424710424710425,0.10009624639076037,1
blip2-opt-2.7b,0.017660044150110375,0.07825086306098965,0.05905511811023622,0.07441860465116279,0.06716417910447761,0.07850467289719626,0.08360128617363344,0.08031088082901555,0.09999999999999998,2
blip2-opt-2.7b,0,0.06866002214839426,0.03501945525291829,0.06499261447562776,0.06451612903225805,0.07251908396946564,0.06596701649175413,0.07865168539325842,0.08271474019088017,3
blip2-opt-2.7b,0,0.07223476297968398,0.051587301587301584,0.06944444444444445,0.061176470588235284,0.08798646362098139,0.07258064516129031,0.08760951188986232,0.09331919406150582,4
blip2-opt-2.7b,0.024937655860349125,0.07925407925407925,0.05803571428571429,0.06408094435075884,0.080338266384778,0.09854014598540145,0.07553956834532374,0.09782608695652174,0.10652173913043479,5
longformer-base-4096-finetuned-squadv2,0.005509641873278237,NA,NA,NA,NA,NA,NA,NA,NA,1
longformer-base-4096-finetuned-squadv2,0,NA,NA,NA,NA,NA,NA,NA,NA,2
longformer-base-4096-finetuned-squadv2,0,NA,NA,NA,NA,NA,NA,NA,NA,3
longformer-base-4096-finetuned-squadv2,0,NA,NA,NA,NA,NA,NA,NA,NA,4
longformer-base-4096-finetuned-squadv2,0,NA,NA,NA,NA,NA,NA,NA,NA,5
blip2-opt-6.7b,0,0.07773109243697479,0.06517311608961304,0.07021063189568706,0.08955223880597014,0.09848484848484848,0.10363636363636364,0.09389671361502347,0.09222423146473781,1
blip2-opt-6.7b,0.006711409395973153,0.07290400972053462,0.06811145510835913,0.08041237113402061,0.10478771454381211,0.10082493125572871,0.10704727921498662,0.10424710424710425,0.10663764961915125,2
blip2-opt-6.7b,0,0.06845965770171149,0.06947368421052631,0.08032955715756951,0.09999999999999999,0.10037878787878787,0.09823911028730307,0.09514370664023786,0.09926082365364308,3
blip2-opt-6.7b,0,0.07251461988304093,0.058577405857740586,0.07253886010362694,0.10438024231127681,0.10536398467432952,0.09647495361781076,0.09310653536257833,0.09826589595375723,4
blip2-opt-6.7b,0,0.0703883495145631,0.061636556854410204,0.07924921793534932,0.10697230181470868,0.10986964618249535,0.1136999068033551,0.09204218600191755,0.0913327120223672,5
fromage,0.013245033112582781,0.03085824493731919,0.04291044776119403,0.04716981132075471,0.06060606060606061,0.06487341772151899,0.07941653160453808,0.07679180887372013,0.09547325102880659,1
fromage,0.01721170395869191,0.038159371492704826,0.05177372962607862,0.0625,0.0835464620630861,0.0877742946708464,0.08383233532934131,0.08395802098950525,0.0907563025210084,2
fromage,0,0.030905077262693162,0.05785920925747347,0.060998151571164505,0.08311688311688312,0.09256198347107437,0.08940397350993377,0.07547169811320754,0.09167446211412535,3
fromage,0.027210884353741492,0.02819548872180451,0.027309236947791166,0.046319272125723746,0.06950477845351868,0.06645056726094004,0.0690172543135784,0.07792207792207792,0.0951585976627713,4
fromage,0.03317535545023697,0.03208556149732621,0.03209459459459459,0.0564373897707231,0.0821167883211679,0.07051282051282051,0.0723781388478582,0.07946026986506748,0.09359605911330049,5
